,id,age,height,date
0,b1c08ad8-9aa7-4026-b7f6-ef1d0cbb063e,35.75023787796632,0.9330121497084964,08/31/2022 09:49 PM
1,d0833a21-b027-47b1-8be9-87d8f41a1f8d,37.60003681863779,1.7763716152596833,04/04/2022 12:45 PM
2,8a0b71a0-f096-41b1-a266-b3fc97eafaed,26.235940959023296,1.4169209797474038,11/21/2022 12:04 PM
3,55ebcff3-72df-42d1-bae9-d7213a05b3d4,32.45375777788091,1.2248762218976819,10/11/2022 05:46 AM
4,d2210a94-35b4-4786-bf27-bef893364bc9,34.489760123024084,0.8414322893633901,08/14/2022 12:10 PM
5,15eeafd8-0385-46d1-a0a4-6643512f6082,26.19242102639802,1.1751799298800456,03/02/2022 02:28 AM
6,f1419da2-4f31-402c-8c28-fc1c3e34687b,35.7638983304863,2.5665264458827046,07/25/2022 12:26 PM
7,f8c57f7e-e84e-4623-b5a9-b930d96b68f6,25.63898651612129,1.6973369799088105,08/28/2022 06:49 PM
8,9e002f0f-6fdc-4e10-83ec-8393fb6341c1,26.17705838595412,2.0940453187385986,08/27/2022 01:44 PM
9,f334dd82-73b5-4ca0-95be-12ad56bc77f0,21.440598490933617,2.0084408793552617,07/11/2022 12:02 AM
10,3f0f1691-b1e0-4ac5-a9b9-7f7440d778ec,28.538788117073718,,08/16/2022 03:17 PM
11,6228b824-71ab-4cb5-bb62-7b5ac6751b65,34.877054958939226,,08/25/2022 01:36 PM
12,2c4973d6-c9ca-4830-a370-5f00b102cd20,25.09195069598941,,01/03/2022 12:51 PM
13,aa2825df-afbf-4f2f-b765-53e05c158a73,23.352136989006624,1.3734198712469945,11/03/2022 06:22 PM
14,3bd857d6-7b3b-43b4-97af-ca47b2b78e8b,30.737610207300385,1.2934500931973305,01/25/2022 03:46 AM
