,id,age,height,date
0,247747ac-9dac-43cf-9e7c-8d85e00931b3,21.022661742245717y,1.8874605949463183,04/11/2021 08:00 AM
1,f186839e-1f29-4841-be64-bdf0c37d8769,22.086654253760983y,0.9751015981800544,03/30/2021 06:49 PM
2,70c2ba7f-b663-4de7-97ec-df8d02c092c4,32.26051993614102y,2.1160985492736266,11/09/2021 10:16 PM
3,ea817dea-f98a-46d8-8339-081e9c3ef84b,35.38445874635545y,1.7955633304152432,04/29/2021 09:59 PM
4,93bb3c98-d0d5-4baf-bfc7-5ee35c3468af,21.763807306213284y,0.9720659316672262,10/26/2021 10:43 AM
5,d18d8fa1-194c-4e82-a96f-208c8bf2de59,30.732535093007243y,1.7912000458019217,07/31/2021 08:07 AM
6,076513fd-61de-48b0-8270-e75f27c4d99d,32.42283256128073y,2.059220818661627,02/20/2021 09:02 PM
7,3a3c43df-b66c-4afd-a49a-bdd6c9c8880b,33.812880541730266y,1.5830354280784535,03/10/2021 04:49 PM
8,65653f51-1bd1-4f44-97e0-74669d451c02,36.12118294673566y,2.0363050767144157,06/21/2021 08:40 PM
9,dfc2b56a-d738-41dd-9caa-ff5c6b4a383d,32.81555204099568y,2.326540839374423,09/24/2021 08:44 AM
10,a564f116-6d2d-42f4-8452-fed35ef7e504,36.537771379031255y,0.8928495321084104,11/22/2021 01:56 AM
11,020ea571-6743-4a3f-9c9c-0306998b369d,31.073802191685473y,1.6045411002851901,08/01/2021 09:37 PM
12,58a0967c-6461-43a4-8350-f9d8d2ccd71d,22.021664887022528y,2.3980920845924274,10/19/2021 09:19 PM
13,224aa0fb-0c29-492e-b99b-79c0a32c2be9,25.903393298561387y,0.9286201572245165,09/25/2021 07:05 PM
14,7a59ace1-7ce0-4d0b-940e-6e52de38dcd8,36.00926978154032y,2.3494049924359888,09/04/2021 12:46 AM
15,34c8ccf0-815c-4f2f-b241-0b1a3b4d5746,20.40502307904634y,1.9005924359711799,08/25/2021 08:58 AM
16,7e88b292-4b57-4b7e-a192-5a5743d83665,27.96997697944391y,1.8892769231108963,04/16/2021 02:13 PM
17,6745b39d-7390-4ea2-840f-543cf924b043,35.96568810679712y,1.9488488245188809,03/12/2021 04:43 AM
18,3d80a916-1dee-4b1d-bb11-fb208381edbc,37.524055237146484y,2.6515379912898913,08/19/2021 04:46 AM
19,cacd21fc-9635-4da4-8e4d-ea8e633f3b93,19.429073543573665y,1.3260030863435834,01/09/2021 11:41 AM
20,31d706a8-e6e7-44aa-894a-76cc8a21f581,22.36167969085703y,1.9606631810023916,01/22/2021 12:28 AM
21,c10da11e-3d53-4880-8b5a-1255e386833f,20.054348105291023y,0.7181690217268053,12/18/2021 02:59 AM
22,5fd6b597-56db-476a-a1cd-e5c716f04572,29.112040311055935y,1.4773675105466146,12/06/2021 07:40 AM
23,329a5b63-7f4c-4d86-b986-414835d33234,24.720747545883707y,1.5457841968022767,05/31/2021 10:27 PM
24,a06a1a57-feb2-4764-a2cf-a266a24705ed,30.32509944698318y,0.8913110400543587,09/01/2021 05:43 AM
